School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,Size_10,Size_25,Size_100,Size_250,Size_500,Size_750,Size_1000,Size_1500,Size_2500,Size_500,average_school_size,metric_average_school_size
Private School,Austin Waldorf School,63.9,Kindergarten,probability_exceeding_10_total_cases,0,0.7555,0.8305,0.838,0.848,0.831,0.8435,0.8295,0.841,0.83,,0.848
Private School,Austin Waldorf School,63.9,Kindergarten,total_infected_mean,3.3975,8.4765,30.744,76.0585,152.9535,224.3445,303.3205,447.8175,756.368,1491.9605,,152.9535
Public ISD,BAIRD ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,174,
Public ISD,BAIRD ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,174,1
Public ISD,BAKERRIPLEY COMMUNITY SCHOOLS,96.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.014,0.0175,0.0205,0.0255,0.024,361,
Public ISD,BAKERRIPLEY COMMUNITY SCHOOLS,96.5,Kindergarten,total_infected_mean,1,1,1.4945,1.711,1.8505,1.939,2.036,2.021,2.0785,2.134,361,1.772938
Public ISD,BALLINGER ISD,91.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2205,0.2855,0.3085,0.322,0.297,0.3285,0.322,175,
Public ISD,BALLINGER ISD,91.2,Kindergarten,total_infected_mean,1,1.8715,3.205,5.1865,8.155,10.8515,13.3515,16.4575,27.41,47.754,175,4.19575
Public ISD,BALMORHEA ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,146,0.560386667
Public ISD,BALMORHEA ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,146,13.15732667
Public ISD,BANDERA ISD,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,554,0.013728
Public ISD,BANDERA ISD,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,554,2.070716
Public ISD,BANGS ISD,94.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,264,0.052852
Public ISD,BANGS ISD,94.1,Kindergarten,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,264,2.838756
Public ISD,BANQUETE ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,248,
Public ISD,BANQUETE ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,248,1
Public ISD,BARBERS HILL ISD,93.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,875,0.141
Public ISD,BARBERS HILL ISD,93.8,Kindergarten,total_infected_mean,1,1.3765,2.35,3.0155,3.6365,4.321,4.5345,5.107,6.0885,6.7705,875,4.42775
Public ISD,BARTLETT ISD,84.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.493,0.5655,0.585,0.603,0.5745,0.594,0.6025,0.6035,393,0.576654
Public ISD,BARTLETT ISD,84.4,Kindergarten,total_infected_mean,1.6105,2.5965,8.223,19.1715,39.2495,60.2925,77.284,120.4465,202.754,407.2115,393,30.656116
Public ISD,BASIS TEXAS,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,506,0.012192
Public ISD,BASIS TEXAS,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,506,2.058524
Public ISD,BASTROP ISD,94.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,835,0.083
Public ISD,BASTROP ISD,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,835,3.11958
Public ISD,BAY CITY ISD,97.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,694,0.004328
Public ISD,BAY CITY ISD,97.1,Kindergarten,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,694,1.664852
Public ISD,BEAUMONT ISD,95.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0035,0.0205,0.0295,0.033,0.0395,0.039,0.0435,639,0.025504
Public ISD,BEAUMONT ISD,95.9,Kindergarten,total_infected_mean,1,1.392,1.673,1.956,2.1465,2.2725,2.313,2.4795,2.455,2.5615,639,2.216556
Public ISD,BECKVILLE ISD,92.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.145,0.2025,0.226,0.2075,0.225,0.218,0.245,342,0.16616
Public ISD,BECKVILLE ISD,92.7,Kindergarten,total_infected_mean,1,1.394,2.6885,3.9885,5.4095,6.677,6.922,8.995,10.333,15.896,342,4.511428
Public ISD,BEEVILLE ISD,98.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,606,
Public ISD,BEEVILLE ISD,98.9,Kindergarten,total_infected_mean,1,1,1.1425,1.11,1.1755,1.191,1.1625,1.215,1.199,1.182,606,1.182072
Public ISD,BELLEVUE ISD,78.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.686,0.694,0.7255,0.721,0.7025,0.705,0.692,0.706,234,0.693146667
Public ISD,BELLEVUE ISD,78.6,Kindergarten,total_infected_mean,2.4255,4.304,14.7315,36.0175,74.85,110.496,144.2055,216.379,353.766,721.1565,234,33.74699333
Public ISD,BELLS ISD,98.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,335,
Public ISD,BELLS ISD,98.4,Kindergarten,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,335,1.20925
Public ISD,BELLVILLE ISD,96.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.0085,0.01,0.017,0.0135,0.015,463,
Public ISD,BELLVILLE ISD,96.7,Kindergarten,total_infected_mean,1,1,1.471,1.6915,1.713,1.8065,1.8825,1.8915,1.8545,1.9385,463,1.709818
Public ISD,BEN BOLT-PALITO BLANCO ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,222,
Public ISD,BEN BOLT-PALITO BLANCO ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,222,1
Public ISD,BETA ACADEMY,95.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,784,0.050248
Public ISD,BETA ACADEMY,95.4,Kindergarten,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,784,2.634484
Public ISD,BETTY M CONDRA SCHOOL FOR EDUCATION INNO,96.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,,0.012
Public ISD,BETTY M CONDRA SCHOOL FOR EDUCATION INNO,96.2,Kindergarten,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,,2.0235
Public ISD,BEXAR COUNTY ACADEMY,70.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.781,0.795,0.7925,0.804,0.8005,0.7905,0.789,0.7835,153,0.785946667
Public ISD,BEXAR COUNTY ACADEMY,70.4,Kindergarten,total_infected_mean,2.4125,6.2035,23.316,58.253,116.0535,176.4385,234.0425,346.719,577.043,1145.916,153,35.66040667
Public ISD,BIG SANDY ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,288,
Public ISD,BIG SANDY ISD,80.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.6655,0.674,0.6855,0.6665,0.6805,0.663,0.683,0.689,288,0.675748
Public ISD,BIG SANDY ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,288,1
Public ISD,BIG SANDY ISD,80.4,Kindergarten,total_infected_mean,1.617,3.3675,12.851,31.0365,62.971,91.769,125.2575,182.5725,313.9165,632.3965,288,35.890544
Public ISD,BIG SPRING ISD,98.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0,0.001,0,0,562,
Public ISD,BIG SPRING ISD,98.2,Kindergarten,total_infected_mean,1,1,1.138,1.2785,1.287,1.3665,1.345,1.35,1.3985,1.3795,562,1.306716
Public ISD,BISHOP CISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,292,
Public ISD,BISHOP CISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,292,1
Public ISD,BLANCO ISD,90,Kindergarten,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,367,0.31939
Public ISD,BLANCO ISD,90,Kindergarten,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,367,8.952272
Public ISD,BLAND ISD,94.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,259,0.031634
Public ISD,BLAND ISD,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,259,2.544754
Public ISD,BLANKET ISD,90.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,166,0.1501
Public ISD,BLANKET ISD,90.9,Kindergarten,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,166,4.7985
Public ISD,BLOOMBURG ISD,84.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.4885,0.549,0.583,0.5805,0.584,0.583,0.5965,0.58,229,0.54053
Public ISD,BLOOMBURG ISD,84.6,Kindergarten,total_infected_mean,1.604,2.55,8.199,18.697,38.45,58.197,77.4105,115.625,196.74,384.4135,229,17.22728
Public ISD,BLOOMING GROVE ISD,85.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.443,0.526,0.555,0.5615,0.551,0.552,0.5795,0.582,311,0.533076
Public ISD,BLOOMING GROVE ISD,85.4,Kindergarten,total_infected_mean,1.6265,2.5395,7.3795,16.907,33.6855,51.502,66.665,100.8755,175.6555,355.097,311,21.000954
Public ISD,BLOOMINGTON ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,198,
Public ISD,BLOOMINGTON ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,198,1
Public ISD,BLUE RIDGE ISD,91.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2195,0.2835,0.2865,0.285,0.3095,0.303,0.307,349,0.244844
Public ISD,BLUE RIDGE ISD,91.4,Kindergarten,total_infected_mean,1,1.885,3.216,5.0605,8.0005,10.164,11.641,16.9995,24.0365,38.6445,349,6.22474
Public ISD,BLUFF DALE ISD,78.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.686,0.694,0.7255,0.721,0.7025,0.705,0.692,0.706,219,0.692346667
Public ISD,BLUFF DALE ISD,78.6,Kindergarten,total_infected_mean,2.4255,4.304,14.7315,36.0175,74.85,110.496,144.2055,216.379,353.766,721.1565,219,31.61839333
Public ISD,BLUM ISD,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,334,0.222596
Public ISD,BLUM ISD,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,334,5.610868
Public ISD,BOB HOPE SCHOOL,95.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,516,0.026504
Public ISD,BOB HOPE SCHOOL,95.7,Kindergarten,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,516,2.2179
Public ISD,BOERNE ISD,90.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.0565,0.2965,0.3325,0.3385,0.348,0.3335,0.3435,0.359,853,0.342414
Public ISD,BOERNE ISD,90.7,Kindergarten,total_infected_mean,1,1.914,3.822,6.5325,10.182,13.3285,16.5785,22.1805,34.313,66.772,853,14.6675
Public ISD,BOLES ISD,97.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0005,0.002,0.0035,0.0055,0.009,0.0075,181,
Public ISD,BOLES ISD,97.3,Kindergarten,total_infected_mean,1,1,1.2945,1.457,1.5185,1.602,1.621,1.6515,1.727,1.7285,181,1.38225
Public ISD,BOLING ISD,95.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,383,0.018268
Public ISD,BOLING ISD,95.5,Kindergarten,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,383,2.226788
Public ISD,BONHAM ISD,96.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0045,0.0055,0.0075,0.01,0.0145,0.013,405,
Public ISD,BONHAM ISD,96.9,Kindergarten,total_infected_mean,1,1,1.472,1.579,1.734,1.7755,1.7205,1.776,1.8515,1.7945,405,1.6751
Public ISD,BOOKER ISD,95.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,171,
Public ISD,BOOKER ISD,95.2,Kindergarten,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,171,1.933183333
Public ISD,BORDEN COUNTY ISD,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,249,
Public ISD,BORDEN COUNTY ISD,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,249,2.519396667
Public ISD,BORGER ISD,98.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,387,
Public ISD,BORGER ISD,98.7,Kindergarten,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,387,1.201732
Public ISD,BOSQUEVILLE ISD,95.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,243,
Public ISD,BOSQUEVILLE ISD,95.4,Kindergarten,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,243,2.162096667
Public ISD,BOVINA ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,140,
Public ISD,BOVINA ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,140,1
Public ISD,BOWIE ISD,85.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0.4385,0.5675,0.581,0.567,0.576,0.566,0.586,0.593,375,0.57425
Public ISD,BOWIE ISD,85.1,Kindergarten,total_infected_mean,1.6155,2.5595,7.2115,18.6195,36.217,53.386,72.2315,106.9745,184.0015,373.322,375,27.41825
Public ISD,BOYD ISD,86.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3895,0.4695,0.4875,0.512,0.495,0.5245,0.4995,0.5175,346,0.476412
Public ISD,BOYD ISD,86.9,Kindergarten,total_infected_mean,1.5995,2.4925,6.514,12.889,25.0355,38.8955,49.4315,78.795,124.4095,259.2895,346,17.553256
Public ISD,BOYS RANCH ISD,66.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,49,
Public ISD,BOYS RANCH ISD,66.7,Kindergarten,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,49,13.87514
Public ISD,BRACKETT ISD,97.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,173,
Public ISD,BRACKETT ISD,97.4,Kindergarten,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,173,1.38953
Public ISD,BRADY ISD,96.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0035,0.008,0.01,0.0145,0.015,0.014,311,
Public ISD,BRADY ISD,96.8,Kindergarten,total_infected_mean,1,1,1.492,1.5395,1.757,1.8725,1.818,1.9025,1.8745,1.841,311,1.59257
Public ISD,BRAZOS ISD,98.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.0005,0.0005,288,
Public ISD,BRAZOS ISD,98.3,Kindergarten,total_infected_mean,1,1,1.13,1.269,1.331,1.307,1.3315,1.321,1.337,1.3435,288,1.278424
Public ISD,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,51.4,Kindergarten,probability_exceeding_10_total_cases,0,0.872,0.875,0.889,0.8825,0.8895,0.877,0.8835,0.881,0.903,150,0.879666667
Public ISD,BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,51.4,Kindergarten,total_infected_mean,4.4445,11.4675,42.9735,108.4955,214.4425,324.5875,426.0835,643.803,1069.905,2193.1015,150,64.81416667
Public ISD,BRAZOSPORT ISD,95.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0105,0.0335,0.0495,0.055,0.0655,0.0615,0.065,636,0.042204
Public ISD,BRAZOSPORT ISD,95.4,Kindergarten,total_infected_mean,1,1.3825,1.7555,2.182,2.332,2.6285,2.6725,2.8855,2.882,3.0575,636,2.493296
Public ISD,BRECKENRIDGE ISD,85.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,343,0.539278
Public ISD,BRECKENRIDGE ISD,85.7,Kindergarten,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,343,22.306948
Public ISD,BREMOND ISD,97.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.0005,0.002,0.0035,0.0055,0.009,0.0075,161,
Public ISD,BREMOND ISD,97.3,Kindergarten,total_infected_mean,1,1,1.2945,1.457,1.5185,1.602,1.621,1.6515,1.727,1.7285,161,1.360583333
Public ISD,BRENHAM ISD,98.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,696,
Public ISD,BRENHAM ISD,98.6,Kindergarten,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,696,1.256768
Public ISD,BRIDGE CITY ISD,86.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3935,0.497,0.5205,0.529,0.5285,0.5285,0.531,0.536,789,0.528922
Public ISD,BRIDGE CITY ISD,86.2,Kindergarten,total_infected_mean,1.6055,2.547,6.542,14.719,28.8575,43.43,58.3855,88.0705,145.091,296.518,789,45.763058
Public ISD,BRIDGEPORT ISD,94.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.062,0.083,0.083,0.094,0.108,0.112,533,0.064772
Public ISD,BRIDGEPORT ISD,94.7,Kindergarten,total_infected_mean,1,1.3885,1.972,2.533,2.8595,3.1325,3.0945,3.5955,3.912,4.3295,533,2.895536
Public ISD,BRILLANTE ACADEMY,69.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.8125,0.801,0.808,0.7885,0.7875,0.796,0.807,0.8125,354,0.803912
Public ISD,BRILLANTE ACADEMY,69.7,Kindergarten,total_infected_mean,3.323,6.279,25.0385,60.3805,121.589,177.9925,236.214,358.4155,605.4,1217.9805,354,85.843236
Public ISD,BROADDUS ISD,88.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.243,0.392,0.4485,0.443,0.473,0.4475,0.467,0.457,377,0.420702
Public ISD,BROADDUS ISD,88.5,Kindergarten,total_infected_mean,1.604,1.9045,5.0675,9.4155,18.472,25.6875,35.536,50.8695,87.868,170.806,377,14.016202
Public ISD,BROCK ISD,82.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5905,0.6215,0.657,0.635,0.6365,0.641,0.639,0.6485,542,0.653304
Public ISD,BROCK ISD,82.4,Kindergarten,total_infected_mean,1.609,3.3695,10.3635,24.718,52.611,75.917,101.5215,153.8305,254.97,518.6845,542,56.526408
Public ISD,BRONTE ISD,87.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3015,0.455,0.489,0.4795,0.4805,0.5195,0.488,0.504,232,0.43658
Public ISD,BRONTE ISD,87.5,Kindergarten,total_infected_mean,1.6335,2.6125,5.5935,12.1555,22.8285,32.783,44.1915,71.2695,112.3235,228.246,232,11.36806
Public ISD,BROOKELAND ISD,86.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3935,0.497,0.5205,0.529,0.5285,0.5285,0.531,0.536,190,0.4556
Public ISD,BROOKELAND ISD,86.2,Kindergarten,total_infected_mean,1.6055,2.547,6.542,14.719,28.8575,43.43,58.3855,88.0705,145.091,296.518,190,11.4482
Public ISD,BROOKESMITH ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,37,
Public ISD,BROOKESMITH ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,37,1
Public ISD,BROOKS COUNTY ISD,98.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,236,
Public ISD,BROOKS COUNTY ISD,98.7,Kindergarten,total_infected_mean,1,1,1.129,1.2105,1.1945,1.2015,1.229,1.2315,1.25,1.259,236,1.202893333
Public ISD,BROWNFIELD ISD,97.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.002,0.005,0.0075,0.0075,0.0095,0.011,321,
Public ISD,BROWNFIELD ISD,97.1,Kindergarten,total_infected_mean,1,1,1.284,1.62,1.6245,1.6765,1.689,1.722,1.7485,1.764,321,1.621278
Public ISD,BROWNSBORO ISD,94.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,426,0.059716
Public ISD,BROWNSBORO ISD,94.6,Kindergarten,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,426,2.799008
Public ISD,BROWNSVILLE ISD,98.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,734,
Public ISD,BROWNSVILLE ISD,98.6,Kindergarten,total_infected_mean,1,1,1.141,1.1965,1.216,1.268,1.229,1.239,1.246,1.257,734,1.264672
Public ISD,BROWNWOOD ISD,94.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,464,0.066024
Public ISD,BROWNWOOD ISD,94.6,Kindergarten,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,464,2.860112
Public ISD,BRUCEVILLE-EDDY ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,104,
Public ISD,BRUCEVILLE-EDDY ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,104,1
Public ISD,BRYAN ISD,98.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0.001,0,616,
Public ISD,BRYAN ISD,98.4,Kindergarten,total_infected_mean,1,1,1.139,1.188,1.2505,1.264,1.302,1.305,1.307,1.34,616,1.256764
Public ISD,BRYSON ISD,82.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5905,0.6215,0.657,0.635,0.6365,0.641,0.639,0.6485,267,0.623914
Public ISD,BRYSON ISD,82.4,Kindergarten,total_infected_mean,1.609,3.3695,10.3635,24.718,52.611,75.917,101.5215,153.8305,254.97,518.6845,267,26.614724
Public ISD,BUCKHOLTS ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,112,
Public ISD,BUCKHOLTS ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,112,1
Public ISD,BUENA VISTA ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,220,
Public ISD,BUENA VISTA ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,220,1
Public ISD,BUFFALO ISD,96.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.007,0.014,0.0175,0.0205,0.0255,0.024,329,
Public ISD,BUFFALO ISD,96.5,Kindergarten,total_infected_mean,1,1,1.4945,1.711,1.8505,1.939,2.036,2.021,2.0785,2.134,329,1.755082
Public ISD,BULLARD ISD,94,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0505,0.104,0.1095,0.1255,0.1395,0.1345,0.136,486,0.101004
Public ISD,BULLARD ISD,94,Kindergarten,total_infected_mean,1,1.374,1.9975,2.7965,3.499,3.767,4.2425,4.7505,5.011,5.9965,486,3.45966
Public ISD,BUNA ISD,85,Kindergarten,probability_exceeding_10_total_cases,0,0,0.452,0.549,0.5635,0.5725,0.5725,0.5615,0.583,0.593,491,0.562978
Public ISD,BUNA ISD,85,Kindergarten,total_infected_mean,1.6085,2.5795,7.449,17.983,35.6575,55.0165,72.23,106.4715,183.761,375.704,491,35.021218
Public ISD,BURKBURNETT ISD,93.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.06,0.106,0.1415,0.1405,0.147,0.156,0.1595,476,0.101584
